filename,qr_code
loot/output/QRExfil-262.jpg," defence in depth analysis on the endpoint
   will cripple many "
loot/output/QRExfil-91.jpg," as shown here.

2.  Need for clarification on the ECH proposal
"
loot/output/QRExfil-85.jpg," the same time how ECH will
   affect operational security.

1.1"
loot/output/QRExfil-276.jpg,"rity to only the two endpoints of a communication is
   doomed t"
loot/output/QRExfil-289.jpg,"like legitimate websites which often
   are related to delivery "
loot/output/QRExfil-52.jpg," . . . . . . . . .   5
     3.5.  The need for Network based sec"
loot/output/QRExfil-46.jpg,"es and Organizations need for Operational
           security  ."
loot/output/QRExfil-316.jpg,which skim the credit card data used by a customer and send that
loot/output/QRExfil-302.jpg,"       Expires 12 January 2023                [Page 8]

Interne"
loot/output/QRExfil-128.jpg,"  their digital transformation, it increased the opportunity for"
loot/output/QRExfil-114.jpg,"s.  Some additional questions:

   *  Are these Client Facing se"
loot/output/QRExfil-100.jpg," substantial
   amount of new data.  It seems like this proposal"
loot/output/QRExfil-198.jpg," actually block
   attacks before they reached the targeted endp"
loot/output/QRExfil-167.jpg, *  Security cannot rely on just one solution.  Just like in oth
loot/output/QRExfil-173.jpg,"nother layer can provide
      coverage

   *  Compartmenting pe"
loot/output/QRExfil-359.jpg,
loot/output/QRExfil-403.jpg,"//datatracker.ietf.org/doc/draft-campling-ech-
              dep"
loot/output/QRExfil-365.jpg,"of as that last line of defence, and not the only line of
   def"
loot/output/QRExfil-371.jpg,"r malware and DLP etc.

5.  Conclusions

   This document remind"
loot/output/QRExfil-417.jpg,"in-the-
              browser_attack>.

   [MITB-MITRE]
        "
loot/output/QRExfil-21.jpg,"uments valid for a maximum of six months
   and may be updated, "
loot/output/QRExfil-35.jpg," to this document.  Code Components
   extracted from this docum"
loot/output/QRExfil-6.jpg,"ech4ent-introduction-00

Abstract

   This paper reviews some of"
loot/output/QRExfil-239.jpg," can be ignored while traffic destined for an online email
   sy"
loot/output/QRExfil-211.jpg,This is where Data Loss Prevention (DLP) controls come in; allow
loot/output/QRExfil-205.jpg,"ducts, such as sandboxes, to extract the payload
   and analyse "
loot/output/QRExfil-204.jpg,"hey have evolved to allow integration with
   other security pro"
loot/output/QRExfil-210.jpg,", what about what users are sending out of an organisation ?
   "
loot/output/QRExfil-238.jpg,"er activity such as connecting to a news site or social
   media"
loot/output/QRExfil-7.jpg," the Enterprises and Organizations
   requirements and constrain"
loot/output/QRExfil-34.jpg,"y, as they describe your rights
   and restrictions with respect"
loot/output/QRExfil-20.jpg,"cker.ietf.org/drafts/current/.

   Internet-Drafts are draft doc"
loot/output/QRExfil-370.jpg,"otect these devices
   relies again on network based analysis fo"
loot/output/QRExfil-416.jpg,".d.,
              <https://owasp.org/www-community/attacks/Man-"
loot/output/QRExfil-402.jpg," Deployment Considerations"", 7 March 2022,
              <https:"
loot/output/QRExfil-364.jpg,"anaged by the organisation; but these should only be
   thought "
loot/output/QRExfil-358.jpg,"from home.

   On the endpoint, deploy anti-malware and DLP agen"
loot/output/QRExfil-172.jpg," provide defence in
      depth safety so if one layer fails a a"
loot/output/QRExfil-166.jpg,"ns on any size and any
   vertical, incrementaly recognized:

  "
loot/output/QRExfil-199.jpg,"oint; IDS became
   Intrusion Prevention.  At a higher protocol "
loot/output/QRExfil-158.jpg,"ecurity were developed in the
   70s and the 80s and ended up in"
loot/output/QRExfil-170.jpg,"se the
      probability of hiting a unique point of failure.  S"
loot/output/QRExfil-164.jpg,"dge (SASE).

   On the way, the community and the operational se"
loot/output/QRExfil-399.jpg,"4,
              May 2017, <https://www.rfc-editor.org/info/rfc8"
loot/output/QRExfil-428.jpg,"act-04>.

   [SMART]    McFadden, M., ""BCP72 - A Problem Stateme"
loot/output/QRExfil-414.jpg,"
Internet-Draft                   ech4ent                      "
loot/output/QRExfil-372.jpg,"s on the Enterprises and Organizations
   environments, constrai"
loot/output/QRExfil-366.jpg,ence!  It is also worth considering the increase in devices that
loot/output/QRExfil-400.jpg,"174>.

8.2.  Informative References

   [CAMPLING] Campling, A.,"
loot/output/QRExfil-36.jpg,"ent must include Revised BSD License text as
   described in Sec"
loot/output/QRExfil-22.jpg,"replaced, or obsoleted by other documents at any
   time.  It is"
loot/output/QRExfil-5.jpg,"or Enterprises and Organizations
                  draft-taddei-"
loot/output/QRExfil-206.jpg,
loot/output/QRExfil-212.jpg,"ing
   organisations to look for company confidential data, Pers"
loot/output/QRExfil-213.jpg,"onal
   Identifiable Information (PII), and financial data (such"
loot/output/QRExfil-207.jpg,"undary controls' have been essential to
   organisations in tryi"
loot/output/QRExfil-4.jpg,"                           11 July 2022


                 ECH f"
loot/output/QRExfil-23.jpg," inappropriate to use Internet-Drafts as reference
   material o"
loot/output/QRExfil-37.jpg,"tion 4.e of the Trust Legal Provisions and are
   provided witho"
loot/output/QRExfil-367.jpg,"
   are not managed by the organisation - Bring Your own Device "
loot/output/QRExfil-401.jpg," Vixie, P., and D. Wright, ""Encrypted Client
              Hello"
loot/output/QRExfil-415.jpg," July 2022


   [MITB]     OWASP, ""Man-in-the-browser attack"", n"
loot/output/QRExfil-373.jpg,"nts and requirements.  It shows too that the
   current ECH draf"
loot/output/QRExfil-429.jpg,"nt"", 21 January
              2022, <https://datatracker.ietf.or"
loot/output/QRExfil-398.jpg,"          2119 Key Words"", BCP 14, RFC 8174, DOI 10.17487/RFC817"
loot/output/QRExfil-165.jpg,"curity practioners
   across all the enterprises and organizatio"
loot/output/QRExfil-171.jpg,"everal measures
      are used in conjunction with each other to"
loot/output/QRExfil-159.jpg," X.800 being apparently the last
   formal, international consen"
loot/output/QRExfil-175.jpg," is), like in a submarine, is a good approach to
      resilienc"
loot/output/QRExfil-161.jpg,"curity from a pure on premise perimeter defence
   model, to a t"
loot/output/QRExfil-149.jpg,"ent                       July 2022


   *  Comply to a growing "
loot/output/QRExfil-388.jpg," protocol based clean solution

   *  If yes, then what could be"
loot/output/QRExfil-377.jpg,"not act properly to protect end users

   *  The client facing s"
loot/output/QRExfil-411.jpg,"              Wikipedia, ""Malvertising"", 2 June 2022,
          "
loot/output/QRExfil-405.jpg," Roundy, K., and D. Lazanski,
              ""Capabilities and Li"
loot/output/QRExfil-363.jpg,"lways be a need to deploy agents on the endpoint
   of devices m"
loot/output/QRExfil-439.jpg,"://www.linkedin.com/in/eric-chien-66b4b258/


   Eric contribute"
loot/output/QRExfil-33.jpg,"tion of this document.
   Please review these documents carefull"
loot/output/QRExfil-27.jpg,"  document authors.  All rights reserved.










Taddei & Edw"
loot/output/QRExfil-203.jpg,"st of known good or bad sites and then
   block or allow.  But t"
loot/output/QRExfil-217.jpg,"int of view due to
   legislation such as GDPR and PCI.








"
loot/output/QRExfil-0.jpg,"



Internet Engineering Task Force                           A."
loot/output/QRExfil-1.jpg," Taddei, Ed.
Internet-Draft                                     "
loot/output/QRExfil-216.jpg,"n, but they are also
   essential from a legal and compliance po"
loot/output/QRExfil-202.jpg,"er Name Identification (SNI) and
   then check that against a li"
loot/output/QRExfil-26.jpg,"opyright (c) 2022 IETF Trust and the persons identified as the
 "
loot/output/QRExfil-32.jpg,"stee.ietf.org/
   license-info) in effect on the date of publica"
loot/output/QRExfil-438.jpg,"en
   Broadcom
   Email: Eric.Chien@broadcom.com
   URI:   https"
loot/output/QRExfil-404.jpg,"loyment-considerations/>.

   [CLESS]    Taddei, A., Wueest, C.,"
loot/output/QRExfil-362.jpg," line of defence.  And this really is the
   point, there will a"
loot/output/QRExfil-376.jpg,"r cannot be judge and jury as if it is compromised, it
      can"
loot/output/QRExfil-410.jpg,"n.wikipedia.org/wiki/Web_skimming#Magecart>.

   [MALVERTISING]
"
loot/output/QRExfil-389.jpg," the suggestions to include operational
      security in the EC"
loot/output/QRExfil-148.jpg,"                [Page 4]

Internet-Draft                   ech4"
loot/output/QRExfil-160.jpg,"sus based security architecture.  Then
   several works moved se"
loot/output/QRExfil-174.jpg,"rimeters (regardless on how big or small their
      granularity"
loot/output/QRExfil-189.jpg,"rk based attack detection is a long one, dating
   back to the m"
loot/output/QRExfil-162.jpg,"iered/layered defence, to defence in depth, to Jericho
   Forum,"
loot/output/QRExfil-176.jpg,"y

   *  Not trusting anyone, anything, neither the device, nor "
loot/output/QRExfil-360.jpg,"emembering to make sure there
   are controls in place to stop t"
loot/output/QRExfil-406.jpg,"mitations of Endpoint Security
              Solutions"", 13 July"
loot/output/QRExfil-412.jpg,"    <https://en.wikipedia.org/wiki/Malvertising>.





Taddei & "
loot/output/QRExfil-374.jpg,"ts will implicitly:

   *  Leave the security responsibility to "
loot/output/QRExfil-348.jpg,"022


   Next as the HTTPS connection is made, checking the SNI,"
loot/output/QRExfil-24.jpg,"r to cite them other than as ""work in progress.""

   This Intern"
loot/output/QRExfil-30.jpg,"ly 2022


   This document is subject to BCP 78 and the IETF Tru"
loot/output/QRExfil-18.jpg,"oups may also distribute
   working documents as Internet-Drafts"
loot/output/QRExfil-214.jpg," as credit
   card data) and stop it egressing the organisation."
loot/output/QRExfil-200.jpg,"level Proxies have
   fundamentally not changed much at all, in "
loot/output/QRExfil-228.jpg,
loot/output/QRExfil-3.jpg,"                      Broadcom
Expires: 12 January 2023         "
loot/output/QRExfil-229.jpg,"affic (such
   as malware talking to a Command and Control (C&C)"
loot/output/QRExfil-2.jpg,"      S. Edwards, Ed.
Intended status: Informational            "
loot/output/QRExfil-201.jpg,"essence they look at the
   HTTP connection and extract the Serv"
loot/output/QRExfil-215.jpg,"  Not only are
   these controls used to protect the organisatio"
loot/output/QRExfil-19.jpg,".  The list of current Internet-
   Drafts is at https://datatra"
loot/output/QRExfil-31.jpg,"st's Legal
   Provisions Relating to IETF Documents (https://tru"
loot/output/QRExfil-25.jpg,"et-Draft will expire on 12 January 2023.

Copyright Notice

   C"
loot/output/QRExfil-349.jpg," decrypting
   the traffic, and analying its content will ensure"
loot/output/QRExfil-413.jpg,"Edwards         Expires 12 January 2023               [Page 11]
"
loot/output/QRExfil-375.jpg,"the browser and the client
      facing server

   *  The browse"
loot/output/QRExfil-361.jpg,"he software from being deactivated!)
   and this forms the final"
loot/output/QRExfil-407.jpg,
loot/output/QRExfil-177.jpg,"the
      network, nor the service endpoints (servers, clouds, e"
loot/output/QRExfil-163.jpg," to Beyond corp, to Zero Trust and to Secure Access Service
   E"
loot/output/QRExfil-188.jpg,"ch4ent                       July 2022


   The history of netwo"
